par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PARV2_129,PARV2_193,PARV2_146,PARV2_129 → PARV2_193 → PARV2_146 → PARV2_129,2.01,0.67,3_pares
PARV2_129,PARV2_146,PARV2_239,PARV2_129 → PARV2_146 → PARV2_239 → PARV2_129,2.01,0.67,3_pares
PARV2_142,PARV2_159,PARV2_181,PARV2_142 → PARV2_159 → PARV2_181 → PARV2_142,2.009,0.67,3_pares
PARV2_129,PARV2_171,PARV2_218,PARV2_129 → PARV2_171 → PARV2_218 → PARV2_129,2.009,0.67,3_pares
PARV2_065,PARV2_163,PARV2_079,PARV2_065 → PARV2_163 → PARV2_079 → PARV2_065,2.009,0.67,3_pares
PARV2_133,PARV2_179,PARV2_204,PARV2_133 → PARV2_179 → PARV2_204 → PARV2_133,2.009,0.67,3_pares
PARV2_013,PARV2_014,PARV2_239,PARV2_013 → PARV2_014 → PARV2_239 → PARV2_013,2.009,0.67,3_pares
PARV2_068,PARV2_074,PARV2_166,PARV2_068 → PARV2_074 → PARV2_166 → PARV2_068,2.009,0.67,3_pares
PARV2_068,PARV2_154,PARV2_166,PARV2_068 → PARV2_154 → PARV2_166 → PARV2_068,2.009,0.67,3_pares
PARV2_159,PARV2_163,PARV2_193,PARV2_159 → PARV2_163 → PARV2_193 → PARV2_159,2.009,0.67,3_pares
PARV2_014,PARV2_108,PARV2_133,PARV2_014 → PARV2_108 → PARV2_133 → PARV2_014,2.009,0.67,3_pares
PARV2_021,PARV2_134,PARV2_159,PARV2_021 → PARV2_134 → PARV2_159 → PARV2_021,2.009,0.67,3_pares
PARV2_057,PARV2_087,PARV2_074,PARV2_057 → PARV2_087 → PARV2_074 → PARV2_057,2.009,0.67,3_pares
PARV2_079,PARV2_239,PARV2_209,PARV2_079 → PARV2_239 → PARV2_209 → PARV2_079,2.009,0.67,3_pares
PARV2_006,PARV2_142,PARV2_074,PARV2_006 → PARV2_142 → PARV2_074 → PARV2_006,2.009,0.67,3_pares
PARV2_146,PARV2_171,PARV2_159,PARV2_146 → PARV2_171 → PARV2_159 → PARV2_146,2.009,0.67,3_pares
PARV2_022,PARV2_239,PARV2_159,PARV2_022 → PARV2_239 → PARV2_159 → PARV2_022,2.009,0.67,3_pares
PARV2_134,PARV2_142,PARV2_204,PARV2_134 → PARV2_142 → PARV2_204 → PARV2_134,2.008,0.669,3_pares
PARV2_021,PARV2_069,PARV2_239,PARV2_021 → PARV2_069 → PARV2_239 → PARV2_021,2.008,0.669,3_pares
PARV2_051,PARV2_138,PARV2_177,PARV2_051 → PARV2_138 → PARV2_177 → PARV2_051,2.008,0.669,3_pares
PARV2_049,PARV2_127,PARV2_193,PARV2_049 → PARV2_127 → PARV2_193 → PARV2_049,2.008,0.669,3_pares
PARV2_108,PARV2_219,PARV2_238,PARV2_108 → PARV2_219 → PARV2_238 → PARV2_108,2.008,0.669,3_pares
PARV2_072,PARV2_177,PARV2_202,PARV2_072 → PARV2_177 → PARV2_202 → PARV2_072,2.008,0.669,3_pares
PARV2_125,PARV2_221,PARV2_166,PARV2_125 → PARV2_221 → PARV2_166 → PARV2_125,2.008,0.669,3_pares
PARV2_074,PARV2_239,PARV2_221,PARV2_074 → PARV2_239 → PARV2_221 → PARV2_074,2.008,0.669,3_pares
PARV2_108,PARV2_179,PARV2_159,PARV2_108 → PARV2_179 → PARV2_159 → PARV2_108,2.008,0.669,3_pares
PARV2_074,PARV2_235,PARV2_198,PARV2_074 → PARV2_235 → PARV2_198 → PARV2_074,2.008,0.669,3_pares
PARV2_074,PARV2_159,PARV2_108,PARV2_074 → PARV2_159 → PARV2_108 → PARV2_074,2.008,0.669,3_pares
PARV2_102,PARV2_134,PARV2_204,PARV2_102 → PARV2_134 → PARV2_204 → PARV2_102,2.008,0.669,3_pares
PARV2_107,PARV2_146,PARV2_239,PARV2_107 → PARV2_146 → PARV2_239 → PARV2_107,2.008,0.669,3_pares
PARV2_006,PARV2_070,PARV2_204,PARV2_006 → PARV2_070 → PARV2_204 → PARV2_006,2.008,0.669,3_pares
PARV2_108,PARV2_246,PARV2_243,PARV2_108 → PARV2_246 → PARV2_243 → PARV2_108,2.008,0.669,3_pares
PARV2_074,PARV2_177,PARV2_134,PARV2_074 → PARV2_177 → PARV2_134 → PARV2_074,2.007,0.669,3_pares
PARV2_021,PARV2_204,PARV2_216,PARV2_021 → PARV2_204 → PARV2_216 → PARV2_021,2.007,0.669,3_pares
PARV2_006,PARV2_235,PARV2_204,PARV2_006 → PARV2_235 → PARV2_204 → PARV2_006,2.007,0.669,3_pares
PARV2_127,PARV2_166,PARV2_142,PARV2_127 → PARV2_166 → PARV2_142 → PARV2_127,2.007,0.669,3_pares
PARV2_032,PARV2_210,PARV2_166,PARV2_032 → PARV2_210 → PARV2_166 → PARV2_032,2.007,0.669,3_pares
PARV2_127,PARV2_200,PARV2_129,PARV2_127 → PARV2_200 → PARV2_129 → PARV2_127,2.007,0.669,3_pares
PARV2_108,PARV2_127,PARV2_159,PARV2_108 → PARV2_127 → PARV2_159 → PARV2_108,2.007,0.669,3_pares
PARV2_107,PARV2_198,PARV2_239,PARV2_107 → PARV2_198 → PARV2_239 → PARV2_107,2.007,0.669,3_pares
PARV2_006,PARV2_013,PARV2_203,PARV2_006 → PARV2_013 → PARV2_203 → PARV2_006,2.007,0.669,3_pares
PARV2_063,PARV2_199,PARV2_204,PARV2_063 → PARV2_199 → PARV2_204 → PARV2_063,2.007,0.669,3_pares
PARV2_163,PARV2_193,PARV2_239,PARV2_163 → PARV2_193 → PARV2_239 → PARV2_163,2.007,0.669,3_pares
PARV2_074,PARV2_235,PARV2_121,PARV2_074 → PARV2_235 → PARV2_121 → PARV2_074,2.007,0.669,3_pares
PARV2_032,PARV2_204,PARV2_239,PARV2_032 → PARV2_204 → PARV2_239 → PARV2_032,2.006,0.669,3_pares
PARV2_004,PARV2_171,PARV2_204,PARV2_004 → PARV2_171 → PARV2_204 → PARV2_004,2.006,0.669,3_pares
PARV2_006,PARV2_177,PARV2_166,PARV2_006 → PARV2_177 → PARV2_166 → PARV2_006,2.006,0.669,3_pares
PARV2_098,PARV2_159,PARV2_116,PARV2_098 → PARV2_159 → PARV2_116 → PARV2_098,2.006,0.669,3_pares
PARV2_116,PARV2_193,PARV2_218,PARV2_116 → PARV2_193 → PARV2_218 → PARV2_116,2.006,0.669,3_pares
PARV2_032,PARV2_188,PARV2_239,PARV2_032 → PARV2_188 → PARV2_239 → PARV2_032,2.006,0.669,3_pares
PARV2_006,PARV2_065,PARV2_198,PARV2_006 → PARV2_065 → PARV2_198 → PARV2_006,2.006,0.669,3_pares
PARV2_133,PARV2_166,PARV2_235,PARV2_133 → PARV2_166 → PARV2_235 → PARV2_133,2.006,0.669,3_pares
PARV2_105,PARV2_134,PARV2_159,PARV2_105 → PARV2_134 → PARV2_159 → PARV2_105,2.006,0.669,3_pares
PARV2_108,PARV2_123,PARV2_159,PARV2_108 → PARV2_123 → PARV2_159 → PARV2_108,2.006,0.669,3_pares
PARV2_125,PARV2_212,PARV2_166,PARV2_125 → PARV2_212 → PARV2_166 → PARV2_125,2.006,0.669,3_pares
PARV2_006,PARV2_171,PARV2_159,PARV2_006 → PARV2_171 → PARV2_159 → PARV2_006,2.006,0.669,3_pares
PARV2_074,PARV2_235,PARV2_212,PARV2_074 → PARV2_235 → PARV2_212 → PARV2_074,2.006,0.669,3_pares
PARV2_146,PARV2_239,PARV2_193,PARV2_146 → PARV2_239 → PARV2_193 → PARV2_146,2.006,0.669,3_pares
PARV2_028,PARV2_193,PARV2_166,PARV2_028 → PARV2_193 → PARV2_166 → PARV2_028,2.006,0.669,3_pares
PARV2_006,PARV2_235,PARV2_200,PARV2_006 → PARV2_235 → PARV2_200 → PARV2_006,2.006,0.669,3_pares
PARV2_102,PARV2_204,PARV2_216,PARV2_102 → PARV2_204 → PARV2_216 → PARV2_102,2.006,0.669,3_pares
PARV2_056,PARV2_159,PARV2_154,PARV2_056 → PARV2_159 → PARV2_154 → PARV2_056,2.006,0.669,3_pares
PARV2_171,PARV2_218,PARV2_182,PARV2_171 → PARV2_218 → PARV2_182 → PARV2_171,2.006,0.669,3_pares
PARV2_159,PARV2_187,PARV2_239,PARV2_159 → PARV2_187 → PARV2_239 → PARV2_159,2.006,0.669,3_pares
PARV2_177,PARV2_198,PARV2_239,PARV2_177 → PARV2_198 → PARV2_239 → PARV2_177,2.005,0.668,3_pares
PARV2_105,PARV2_110,PARV2_239,PARV2_105 → PARV2_110 → PARV2_239 → PARV2_105,2.005,0.668,3_pares
PARV2_006,PARV2_107,PARV2_014,PARV2_006 → PARV2_107 → PARV2_014 → PARV2_006,2.005,0.668,3_pares
PARV2_148,PARV2_182,PARV2_239,PARV2_148 → PARV2_182 → PARV2_239 → PARV2_148,2.005,0.668,3_pares
PARV2_032,PARV2_060,PARV2_074,PARV2_032 → PARV2_060 → PARV2_074 → PARV2_032,2.005,0.668,3_pares
PARV2_049,PARV2_174,PARV2_139,PARV2_049 → PARV2_174 → PARV2_139 → PARV2_049,2.005,0.668,3_pares
PARV2_090,PARV2_159,PARV2_200,PARV2_090 → PARV2_159 → PARV2_200 → PARV2_090,2.005,0.668,3_pares
PARV2_041,PARV2_239,PARV2_235,PARV2_041 → PARV2_239 → PARV2_235 → PARV2_041,2.005,0.668,3_pares
PARV2_098,PARV2_134,PARV2_159,PARV2_098 → PARV2_134 → PARV2_159 → PARV2_098,2.005,0.668,3_pares
PARV2_125,PARV2_127,PARV2_166,PARV2_125 → PARV2_127 → PARV2_166 → PARV2_125,2.005,0.668,3_pares
PARV2_049,PARV2_182,PARV2_098,PARV2_049 → PARV2_182 → PARV2_098 → PARV2_049,2.005,0.668,3_pares
PARV2_068,PARV2_187,PARV2_138,PARV2_068 → PARV2_187 → PARV2_138 → PARV2_068,2.005,0.668,3_pares
PARV2_006,PARV2_139,PARV2_074,PARV2_006 → PARV2_139 → PARV2_074 → PARV2_006,2.005,0.668,3_pares
PARV2_159,PARV2_208,PARV2_171,PARV2_159 → PARV2_208 → PARV2_171 → PARV2_159,2.005,0.668,3_pares
PARV2_141,PARV2_179,PARV2_204,PARV2_141 → PARV2_179 → PARV2_204 → PARV2_141,2.004,0.668,3_pares
PARV2_006,PARV2_134,PARV2_074,PARV2_006 → PARV2_134 → PARV2_074 → PARV2_006,2.004,0.668,3_pares
PARV2_074,PARV2_159,PARV2_210,PARV2_074 → PARV2_159 → PARV2_210 → PARV2_074,2.004,0.668,3_pares
PARV2_006,PARV2_013,PARV2_069,PARV2_006 → PARV2_013 → PARV2_069 → PARV2_006,2.004,0.668,3_pares
PARV2_013,PARV2_142,PARV2_069,PARV2_013 → PARV2_142 → PARV2_069 → PARV2_013,2.004,0.668,3_pares
PARV2_074,PARV2_121,PARV2_200,PARV2_074 → PARV2_121 → PARV2_200 → PARV2_074,2.004,0.668,3_pares
PARV2_057,PARV2_142,PARV2_074,PARV2_057 → PARV2_142 → PARV2_074 → PARV2_057,2.004,0.668,3_pares
PARV2_171,PARV2_218,PARV2_177,PARV2_171 → PARV2_218 → PARV2_177 → PARV2_171,2.004,0.668,3_pares
PARV2_108,PARV2_194,PARV2_204,PARV2_108 → PARV2_194 → PARV2_204 → PARV2_108,2.004,0.668,3_pares
PARV2_074,PARV2_218,PARV2_225,PARV2_074 → PARV2_218 → PARV2_225 → PARV2_074,2.004,0.668,3_pares
PARV2_069,PARV2_074,PARV2_179,PARV2_069 → PARV2_074 → PARV2_179 → PARV2_069,2.004,0.668,3_pares
PARV2_014,PARV2_138,PARV2_177,PARV2_014 → PARV2_138 → PARV2_177 → PARV2_014,2.004,0.668,3_pares
PARV2_090,PARV2_202,PARV2_166,PARV2_090 → PARV2_202 → PARV2_166 → PARV2_090,2.004,0.668,3_pares
PARV2_006,PARV2_207,PARV2_069,PARV2_006 → PARV2_207 → PARV2_069 → PARV2_006,2.004,0.668,3_pares
PARV2_032,PARV2_127,PARV2_074,PARV2_032 → PARV2_127 → PARV2_074 → PARV2_032,2.004,0.668,3_pares
PARV2_041,PARV2_074,PARV2_174,PARV2_041 → PARV2_074 → PARV2_174 → PARV2_041,2.003,0.668,3_pares
PARV2_108,PARV2_246,PARV2_238,PARV2_108 → PARV2_246 → PARV2_238 → PARV2_108,2.003,0.668,3_pares
PARV2_063,PARV2_074,PARV2_204,PARV2_063 → PARV2_074 → PARV2_204 → PARV2_063,2.003,0.668,3_pares
PARV2_032,PARV2_240,PARV2_166,PARV2_032 → PARV2_240 → PARV2_166 → PARV2_032,2.003,0.668,3_pares
PARV2_032,PARV2_125,PARV2_166,PARV2_032 → PARV2_125 → PARV2_166 → PARV2_032,2.003,0.668,3_pares
PARV2_121,PARV2_193,PARV2_218,PARV2_121 → PARV2_193 → PARV2_218 → PARV2_121,2.003,0.668,3_pares
PARV2_138,PARV2_166,PARV2_203,PARV2_138 → PARV2_166 → PARV2_203 → PARV2_138,2.003,0.668,3_pares
PARV2_074,PARV2_204,PARV2_170,PARV2_074 → PARV2_204 → PARV2_170 → PARV2_074,2.003,0.668,3_pares
PARV2_056,PARV2_182,PARV2_111,PARV2_056 → PARV2_182 → PARV2_111 → PARV2_056,2.003,0.668,3_pares
PARV2_035,PARV2_204,PARV2_202,PARV2_035 → PARV2_204 → PARV2_202 → PARV2_035,2.003,0.668,3_pares
PARV2_142,PARV2_166,PARV2_235,PARV2_142 → PARV2_166 → PARV2_235 → PARV2_142,2.003,0.668,3_pares
PARV2_134,PARV2_159,PARV2_141,PARV2_134 → PARV2_159 → PARV2_141 → PARV2_134,2.003,0.668,3_pares
PARV2_098,PARV2_204,PARV2_219,PARV2_098 → PARV2_204 → PARV2_219 → PARV2_098,2.003,0.668,3_pares
PARV2_014,PARV2_239,PARV2_070,PARV2_014 → PARV2_239 → PARV2_070 → PARV2_014,2.002,0.667,3_pares
PARV2_021,PARV2_051,PARV2_239,PARV2_021 → PARV2_051 → PARV2_239 → PARV2_021,2.002,0.667,3_pares
PARV2_065,PARV2_202,PARV2_239,PARV2_065 → PARV2_202 → PARV2_239 → PARV2_065,2.002,0.667,3_pares
PARV2_125,PARV2_133,PARV2_166,PARV2_125 → PARV2_133 → PARV2_166 → PARV2_125,2.002,0.667,3_pares
PARV2_171,PARV2_193,PARV2_218,PARV2_171 → PARV2_193 → PARV2_218 → PARV2_171,2.002,0.667,3_pares
PARV2_110,PARV2_239,PARV2_221,PARV2_110 → PARV2_239 → PARV2_221 → PARV2_110,2.002,0.667,3_pares
PARV2_006,PARV2_177,PARV2_204,PARV2_006 → PARV2_177 → PARV2_204 → PARV2_006,2.002,0.667,3_pares
PARV2_154,PARV2_207,PARV2_159,PARV2_154 → PARV2_207 → PARV2_159 → PARV2_154,2.002,0.667,3_pares
PARV2_098,PARV2_204,PARV2_164,PARV2_098 → PARV2_204 → PARV2_164 → PARV2_098,2.002,0.667,3_pares
PARV2_006,PARV2_159,PARV2_146,PARV2_006 → PARV2_159 → PARV2_146 → PARV2_006,2.002,0.667,3_pares
PARV2_133,PARV2_193,PARV2_200,PARV2_133 → PARV2_193 → PARV2_200 → PARV2_133,2.002,0.667,3_pares
PARV2_154,PARV2_164,PARV2_159,PARV2_154 → PARV2_164 → PARV2_159 → PARV2_154,2.002,0.667,3_pares
PARV2_028,PARV2_159,PARV2_204,PARV2_028 → PARV2_159 → PARV2_204 → PARV2_028,2.002,0.667,3_pares
PARV2_174,PARV2_219,PARV2_179,PARV2_174 → PARV2_219 → PARV2_179 → PARV2_174,2.002,0.667,3_pares
PARV2_127,PARV2_146,PARV2_129,PARV2_127 → PARV2_146 → PARV2_129 → PARV2_127,2.001,0.667,3_pares
PARV2_159,PARV2_164,PARV2_193,PARV2_159 → PARV2_164 → PARV2_193 → PARV2_159,2.001,0.667,3_pares
PARV2_069,PARV2_074,PARV2_202,PARV2_069 → PARV2_074 → PARV2_202 → PARV2_069,2.001,0.667,3_pares
PARV2_138,PARV2_246,PARV2_204,PARV2_138 → PARV2_246 → PARV2_204 → PARV2_138,2.001,0.667,3_pares
PARV2_142,PARV2_204,PARV2_235,PARV2_142 → PARV2_204 → PARV2_235 → PARV2_142,2.001,0.667,3_pares
PARV2_200,PARV2_219,PARV2_216,PARV2_200 → PARV2_219 → PARV2_216 → PARV2_200,2.001,0.667,3_pares
PARV2_063,PARV2_159,PARV2_125,PARV2_063 → PARV2_159 → PARV2_125 → PARV2_063,2.001,0.667,3_pares
PARV2_049,PARV2_174,PARV2_122,PARV2_049 → PARV2_174 → PARV2_122 → PARV2_049,2.001,0.667,3_pares
PARV2_006,PARV2_194,PARV2_146,PARV2_006 → PARV2_194 → PARV2_146 → PARV2_006,2.001,0.667,3_pares
PARV2_006,PARV2_244,PARV2_014,PARV2_006 → PARV2_244 → PARV2_014 → PARV2_006,2.001,0.667,3_pares
PARV2_006,PARV2_108,PARV2_200,PARV2_006 → PARV2_108 → PARV2_200 → PARV2_006,2.001,0.667,3_pares
PARV2_074,PARV2_239,PARV2_188,PARV2_074 → PARV2_239 → PARV2_188 → PARV2_074,2.0,0.667,3_pares
PARV2_006,PARV2_181,PARV2_014,PARV2_006 → PARV2_181 → PARV2_014 → PARV2_006,2.0,0.667,3_pares
PARV2_022,PARV2_129,PARV2_216,PARV2_022 → PARV2_129 → PARV2_216 → PARV2_022,2.0,0.667,3_pares
PARV2_141,PARV2_166,PARV2_235,PARV2_141 → PARV2_166 → PARV2_235 → PARV2_141,2.0,0.667,3_pares
PARV2_006,PARV2_122,PARV2_204,PARV2_006 → PARV2_122 → PARV2_204 → PARV2_006,2.0,0.667,3_pares
PARV2_108,PARV2_129,PARV2_200,PARV2_108 → PARV2_129 → PARV2_200 → PARV2_108,2.0,0.667,3_pares
PARV2_006,PARV2_159,PARV2_200,PARV2_006 → PARV2_159 → PARV2_200 → PARV2_006,2.0,0.667,3_pares
PARV2_041,PARV2_074,PARV2_057,PARV2_041 → PARV2_074 → PARV2_057 → PARV2_041,2.0,0.667,3_pares
PARV2_141,PARV2_142,PARV2_204,PARV2_141 → PARV2_142 → PARV2_204 → PARV2_141,2.0,0.667,3_pares
PARV2_013,PARV2_193,PARV2_203,PARV2_013 → PARV2_193 → PARV2_203 → PARV2_013,2.0,0.667,3_pares
PARV2_139,PARV2_159,PARV2_200,PARV2_139 → PARV2_159 → PARV2_200 → PARV2_139,2.0,0.667,3_pares
PARV2_129,PARV2_134,PARV2_243,PARV2_129 → PARV2_134 → PARV2_243 → PARV2_129,2.0,0.667,3_pares
PARV2_129,PARV2_216,PARV2_225,PARV2_129 → PARV2_216 → PARV2_225 → PARV2_129,2.0,0.667,3_pares
PARV2_182,PARV2_239,PARV2_240,PARV2_182 → PARV2_239 → PARV2_240 → PARV2_182,2.0,0.667,3_pares
PARV2_179,PARV2_200,PARV2_204,PARV2_179 → PARV2_200 → PARV2_204 → PARV2_179,2.0,0.667,3_pares
PARV2_060,PARV2_134,PARV2_204,PARV2_060 → PARV2_134 → PARV2_204 → PARV2_060,2.0,0.667,3_pares
PARV2_127,PARV2_159,PARV2_171,PARV2_127 → PARV2_159 → PARV2_171 → PARV2_127,2.0,0.667,3_pares
PARV2_054,PARV2_069,PARV2_065,PARV2_054 → PARV2_069 → PARV2_065 → PARV2_054,2.0,0.667,3_pares
PARV2_014,PARV2_239,PARV2_107,PARV2_014 → PARV2_239 → PARV2_107 → PARV2_014,2.0,0.667,3_pares
PARV2_032,PARV2_204,PARV2_138,PARV2_032 → PARV2_204 → PARV2_138 → PARV2_032,1.999,0.666,3_pares
PARV2_069,PARV2_239,PARV2_244,PARV2_069 → PARV2_239 → PARV2_244 → PARV2_069,1.999,0.666,3_pares
PARV2_006,PARV2_159,PARV2_079,PARV2_006 → PARV2_159 → PARV2_079 → PARV2_006,1.999,0.666,3_pares
PARV2_014,PARV2_138,PARV2_133,PARV2_014 → PARV2_138 → PARV2_133 → PARV2_014,1.999,0.666,3_pares
PARV2_108,PARV2_219,PARV2_200,PARV2_108 → PARV2_219 → PARV2_200 → PARV2_108,1.999,0.666,3_pares
PARV2_056,PARV2_239,PARV2_074,PARV2_056 → PARV2_239 → PARV2_074 → PARV2_056,1.999,0.666,3_pares
PARV2_127,PARV2_159,PARV2_207,PARV2_127 → PARV2_159 → PARV2_207 → PARV2_127,1.999,0.666,3_pares
PARV2_065,PARV2_166,PARV2_068,PARV2_065 → PARV2_166 → PARV2_068 → PARV2_065,1.999,0.666,3_pares
PARV2_098,PARV2_204,PARV2_170,PARV2_098 → PARV2_204 → PARV2_170 → PARV2_098,1.999,0.666,3_pares
PARV2_111,PARV2_219,PARV2_182,PARV2_111 → PARV2_219 → PARV2_182 → PARV2_111,1.999,0.666,3_pares
PARV2_074,PARV2_204,PARV2_163,PARV2_074 → PARV2_204 → PARV2_163 → PARV2_074,1.999,0.666,3_pares
PARV2_105,PARV2_200,PARV2_159,PARV2_105 → PARV2_200 → PARV2_159 → PARV2_105,1.999,0.666,3_pares
PARV2_074,PARV2_159,PARV2_182,PARV2_074 → PARV2_159 → PARV2_182 → PARV2_074,1.999,0.666,3_pares
PARV2_200,PARV2_204,PARV2_235,PARV2_200 → PARV2_204 → PARV2_235 → PARV2_200,1.999,0.666,3_pares
PARV2_200,PARV2_204,PARV2_216,PARV2_200 → PARV2_204 → PARV2_216 → PARV2_200,1.999,0.666,3_pares
PARV2_006,PARV2_129,PARV2_203,PARV2_006 → PARV2_129 → PARV2_203 → PARV2_006,1.999,0.666,3_pares
PARV2_142,PARV2_193,PARV2_159,PARV2_142 → PARV2_193 → PARV2_159 → PARV2_142,1.999,0.666,3_pares
PARV2_074,PARV2_166,PARV2_142,PARV2_074 → PARV2_166 → PARV2_142 → PARV2_074,1.999,0.666,3_pares
PARV2_129,PARV2_216,PARV2_187,PARV2_129 → PARV2_216 → PARV2_187 → PARV2_129,1.998,0.666,3_pares
PARV2_049,PARV2_239,PARV2_148,PARV2_049 → PARV2_239 → PARV2_148 → PARV2_049,1.998,0.666,3_pares
PARV2_032,PARV2_110,PARV2_239,PARV2_032 → PARV2_110 → PARV2_239 → PARV2_032,1.998,0.666,3_pares
PARV2_032,PARV2_108,PARV2_060,PARV2_032 → PARV2_108 → PARV2_060 → PARV2_032,1.998,0.666,3_pares
PARV2_193,PARV2_200,PARV2_240,PARV2_193 → PARV2_200 → PARV2_240 → PARV2_193,1.998,0.666,3_pares
PARV2_013,PARV2_174,PARV2_203,PARV2_013 → PARV2_174 → PARV2_203 → PARV2_013,1.998,0.666,3_pares
PARV2_013,PARV2_142,PARV2_238,PARV2_013 → PARV2_142 → PARV2_238 → PARV2_013,1.998,0.666,3_pares
PARV2_065,PARV2_193,PARV2_200,PARV2_065 → PARV2_193 → PARV2_200 → PARV2_065,1.998,0.666,3_pares
PARV2_172,PARV2_204,PARV2_232,PARV2_172 → PARV2_204 → PARV2_232 → PARV2_172,1.998,0.666,3_pares
PARV2_006,PARV2_194,PARV2_079,PARV2_006 → PARV2_194 → PARV2_079 → PARV2_006,1.998,0.666,3_pares
PARV2_028,PARV2_179,PARV2_204,PARV2_028 → PARV2_179 → PARV2_204 → PARV2_028,1.998,0.666,3_pares
PARV2_098,PARV2_159,PARV2_219,PARV2_098 → PARV2_159 → PARV2_219 → PARV2_098,1.998,0.666,3_pares
PARV2_006,PARV2_221,PARV2_200,PARV2_006 → PARV2_221 → PARV2_200 → PARV2_006,1.998,0.666,3_pares
PARV2_122,PARV2_159,PARV2_154,PARV2_122 → PARV2_159 → PARV2_154 → PARV2_122,1.998,0.666,3_pares
PARV2_006,PARV2_049,PARV2_174,PARV2_006 → PARV2_049 → PARV2_174 → PARV2_006,1.998,0.666,3_pares
PARV2_171,PARV2_218,PARV2_208,PARV2_171 → PARV2_218 → PARV2_208 → PARV2_171,1.998,0.666,3_pares
PARV2_032,PARV2_179,PARV2_159,PARV2_032 → PARV2_179 → PARV2_159 → PARV2_032,1.998,0.666,3_pares
PARV2_021,PARV2_204,PARV2_235,PARV2_021 → PARV2_204 → PARV2_235 → PARV2_021,1.998,0.666,3_pares
PARV2_006,PARV2_209,PARV2_203,PARV2_006 → PARV2_209 → PARV2_203 → PARV2_006,1.998,0.666,3_pares
PARV2_105,PARV2_198,PARV2_239,PARV2_105 → PARV2_198 → PARV2_239 → PARV2_105,1.997,0.666,3_pares
PARV2_163,PARV2_204,PARV2_212,PARV2_163 → PARV2_204 → PARV2_212 → PARV2_163,1.997,0.666,3_pares
PARV2_004,PARV2_074,PARV2_113,PARV2_004 → PARV2_074 → PARV2_113 → PARV2_004,1.997,0.666,3_pares
PARV2_022,PARV2_239,PARV2_204,PARV2_022 → PARV2_239 → PARV2_204 → PARV2_022,1.997,0.666,3_pares
PARV2_074,PARV2_159,PARV2_198,PARV2_074 → PARV2_159 → PARV2_198 → PARV2_074,1.997,0.666,3_pares
PARV2_069,PARV2_239,PARV2_121,PARV2_069 → PARV2_239 → PARV2_121 → PARV2_069,1.997,0.666,3_pares
PARV2_041,PARV2_074,PARV2_072,PARV2_041 → PARV2_074 → PARV2_072 → PARV2_041,1.997,0.666,3_pares
PARV2_133,PARV2_179,PARV2_159,PARV2_133 → PARV2_179 → PARV2_159 → PARV2_133,1.997,0.666,3_pares
PARV2_013,PARV2_239,PARV2_235,PARV2_013 → PARV2_239 → PARV2_235 → PARV2_013,1.997,0.666,3_pares
PARV2_013,PARV2_239,PARV2_174,PARV2_013 → PARV2_239 → PARV2_174 → PARV2_013,1.997,0.666,3_pares
PARV2_148,PARV2_193,PARV2_166,PARV2_148 → PARV2_193 → PARV2_166 → PARV2_148,1.997,0.666,3_pares
PARV2_204,PARV2_235,PARV2_239,PARV2_204 → PARV2_235 → PARV2_239 → PARV2_204,1.997,0.666,3_pares
PARV2_122,PARV2_204,PARV2_202,PARV2_122 → PARV2_204 → PARV2_202 → PARV2_122,1.997,0.666,3_pares
PARV2_032,PARV2_072,PARV2_166,PARV2_032 → PARV2_072 → PARV2_166 → PARV2_032,1.997,0.666,3_pares
PARV2_127,PARV2_159,PARV2_221,PARV2_127 → PARV2_159 → PARV2_221 → PARV2_127,1.997,0.666,3_pares
PARV2_014,PARV2_171,PARV2_204,PARV2_014 → PARV2_171 → PARV2_204 → PARV2_014,1.997,0.666,3_pares
PARV2_111,PARV2_148,PARV2_182,PARV2_111 → PARV2_148 → PARV2_182 → PARV2_111,1.996,0.665,3_pares
PARV2_142,PARV2_204,PARV2_179,PARV2_142 → PARV2_204 → PARV2_179 → PARV2_142,1.996,0.665,3_pares
PARV2_087,PARV2_172,PARV2_159,PARV2_087 → PARV2_172 → PARV2_159 → PARV2_087,1.996,0.665,3_pares
PARV2_013,PARV2_074,PARV2_235,PARV2_013 → PARV2_074 → PARV2_235 → PARV2_013,1.996,0.665,3_pares
PARV2_193,PARV2_202,PARV2_239,PARV2_193 → PARV2_202 → PARV2_239 → PARV2_193,1.996,0.665,3_pares
PARV2_113,PARV2_239,PARV2_235,PARV2_113 → PARV2_239 → PARV2_235 → PARV2_113,1.996,0.665,3_pares
PARV2_021,PARV2_159,PARV2_200,PARV2_021 → PARV2_159 → PARV2_200 → PARV2_021,1.996,0.665,3_pares
PARV2_032,PARV2_111,PARV2_154,PARV2_032 → PARV2_111 → PARV2_154 → PARV2_032,1.996,0.665,3_pares
PARV2_006,PARV2_177,PARV2_051,PARV2_006 → PARV2_177 → PARV2_051 → PARV2_006,1.996,0.665,3_pares
PARV2_006,PARV2_187,PARV2_239,PARV2_006 → PARV2_187 → PARV2_239 → PARV2_006,1.996,0.665,3_pares
PARV2_074,PARV2_235,PARV2_221,PARV2_074 → PARV2_235 → PARV2_221 → PARV2_074,1.996,0.665,3_pares
